variable,coeficiente,error_estandar,t_stat
homicidios,-0.0008396554174151709,0.000973441873806876,-0.8625634873621151
cobertura_secundaria,0.006151756577648595,0.00278252733970623,2.2108521594249915
ln_poblacion,0.1335851175331493,0.042779898843217944,3.1226141516303993
